RS_n_evals,RS_cid,RS_cid_sigma,NSGA-II-D_n_evals,NSGA-II-D_cid,NSGA-II-D_cid_sigma,NSGA-II_n_evals,NSGA-II_cid,NSGA-II_cid_sigma
100.0,0.5240613121927166,0.13418870416232684,100.0,0.49213400493353865,0.0780100631318195,100.0,0.5460464848575464,0.10000882545611142
200.0,0.35528995102776095,0.051550806707938414,200.0,0.4242819004135181,0.06710809515609173,200.0,0.47501480261289036,0.06754972180635803
300.0,0.31654784339306385,0.04660196724265654,300.0,0.3904133537746491,0.05363670106385777,300.0,0.463680249450945,0.06499642756898107
400.0,0.28264117751533807,0.029443534052136164,400.0,0.3848336203440635,0.05685760870326335,400.0,0.45923678405204005,0.06812392393663862
500.0,0.2668745548039032,0.026001681357976137,500.0,0.36561998315256883,0.05262460343503432,500.0,0.45571908386689053,0.06696508888306398
600.0,0.25562336836080224,0.027653199536788797,600.0,0.34460025068812133,0.06731289198574458,600.0,0.4497786018682926,0.06869186465083536
700.0,0.2470905943687928,0.031177117008820327,700.0,0.3385864437019257,0.06639640956123574,700.0,0.44848188880394835,0.06656525621002056
800.0,0.23974469694580286,0.027204505022939265,800.0,0.33106115958953986,0.06933732156823977,800.0,0.44832559292183066,0.06651033252199147
900.0,0.22767737026580578,0.019173182949517625,900.0,0.319692293340923,0.061219165880643245,900.0,0.4476088352580166,0.06684131383458729
1000.0,0.22330143337482408,0.018488025029717685,1000.0,0.3026520363313411,0.05951113624490425,1000.0,0.44731289981637834,0.0668129239097162
