Attribute,Value
Number Critical Scenarios,259
Number Critical Scenarios (duplicate free),55
Number All Scenarios,1000
Number All Scenarios (duplicate free),202
Number Best Critical Scenarios,131
Number Best Critical Scenarios (duplicate free),16
Number Best Scenarios,556
Number Best Scenarios (duplicate free),47
Ratio Critical/All scenarios,0.26
Ratio Critical/All scenarios (duplicate free),0.27
Ratio Best Critical/Best Scenarios,0.24
Ratio Best Critical/Best Scenarios (duplicate free),0.34
Iteration first critical found,2
Fitness value of critical (first of population of interest),[-0.984503  0.830211 -3.320605]
Input value of critical (first of population of interest),[-3.356307 -3.316116  1.626148]
