Attribute,Value
Number Critical Scenarios,549
Number Critical Scenarios (duplicate free),186
Number All Scenarios,1000
Number All Scenarios (duplicate free),343
Number Best Critical Scenarios,11
Number Best Critical Scenarios (duplicate free),11
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.55
Ratio Critical/All scenarios (duplicate free),0.54
Ratio Best Critical/Best Scenarios,0.55
Ratio Best Critical/Best Scenarios (duplicate free),0.55
Iteration first critical found,2
Fitness value of critical (first of population of interest),[-0.80713558  0.7268501 ]
Input value of critical (first of population of interest),[-3.23597932 -0.20417406 14.53456863]
