Attribute,Value
Number Critical Scenarios,27
Number Critical Scenarios (duplicate free),27
Number All Scenarios,1000
Number All Scenarios (duplicate free),1000
Number Best Critical Scenarios,4
Number Best Critical Scenarios (duplicate free),4
Number Best Scenarios,11
Number Best Scenarios (duplicate free),11
Ratio Critical/All scenarios,0.03
Ratio Critical/All scenarios (duplicate free),0.03
Ratio Best Critical/Best Scenarios,0.36
Ratio Best Critical/Best Scenarios (duplicate free),0.36
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.999068  0.83425   0.      ]
Input value of critical (first of population of interest),[-6.869111  6.343914  3.469509]
