Attribute,Value
Number Critical Scenarios,973
Number Critical Scenarios (duplicate free),352
Number All Scenarios,1000
Number All Scenarios (duplicate free),375
Number Best Critical Scenarios,210
Number Best Critical Scenarios (duplicate free),55
Number Best Scenarios,210
Number Best Scenarios (duplicate free),55
Ratio Critical/All scenarios,0.97
Ratio Critical/All scenarios (duplicate free),0.94
Ratio Best Critical/Best Scenarios,1.00
Ratio Best Critical/Best Scenarios (duplicate free),1.00
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.909707  0.62943 ]
Input value of critical (first of population of interest),[-7.648633  4.346305 13.636677]
