Attribute,Value
Number Critical Scenarios,569
Number Critical Scenarios (duplicate free),185
Number All Scenarios,1000
Number All Scenarios (duplicate free),324
Number Best Critical Scenarios,126
Number Best Critical Scenarios (duplicate free),37
Number Best Scenarios,244
Number Best Scenarios (duplicate free),66
Ratio Critical/All scenarios,0.57
Ratio Critical/All scenarios (duplicate free),0.57
Ratio Best Critical/Best Scenarios,0.52
Ratio Best Critical/Best Scenarios (duplicate free),0.56
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.999916  0.777472]
Input value of critical (first of population of interest),[-1.833568  7.629032  3.754388]
