Index,Ego_HostVelGain,Other_Velocity_mps,Other_Time_s,Fitness_Min Adapted Distance,Fitness_Velocity At Min Adapted Distance,Fitness_Distance Archive,Critical
0,0.994456,0.634034,4.467241,-0.000000,-2.898749,-0.000000,0
1,0.992911,0.732291,1.405336,-0.000000,-2.882239,-11.254015,0
2,0.342483,0.679199,2.416628,-0.982767,-1.161066,-11.254015,1
3,0.915343,0.616515,0.078420,-0.000000,-2.611988,-11.254015,0
4,0.754686,1.986082,0.264775,-0.026001,-2.099736,-11.254015,0
5,0.820903,0.652987,0.613254,-0.000000,-2.249062,-11.254015,0
6,0.582738,0.876899,0.847362,-0.413344,-2.086045,-11.254015,0
7,0.992911,1.205638,1.384857,-0.000000,-2.879118,-9.270482,0
8,0.379116,0.700461,2.183687,-0.981764,-1.260906,-9.270482,1
9,0.584987,0.876899,0.847362,-0.447966,-2.703486,-9.270482,0
10,0.345449,0.699415,2.416628,-0.997443,-1.166084,-9.270482,1
11,0.979266,0.884388,0.847362,-0.000000,-2.841153,-9.270482,0
12,0.582738,0.807982,1.137749,-0.663895,-1.772487,-9.270482,0
13,0.989565,0.634034,4.467241,-0.000000,-2.880915,-11.254015,0
14,0.989454,0.650213,3.042382,-0.000000,-2.620964,-11.254015,0
15,0.959287,1.368259,4.519519,-0.000000,-2.769337,-11.254015,0
16,0.992911,0.732291,1.486946,-0.000000,-2.882239,-9.270482,0
17,0.342483,0.700461,2.416628,-0.446562,-0.016344,-11.254015,0
18,0.549753,1.188380,2.003495,-0.430653,-0.069989,-11.254015,0
19,0.966694,1.371156,3.094660,-0.000000,-2.546967,-11.254015,0
20,0.767738,1.097542,3.361935,-0.000000,-2.087889,-11.254015,0
21,0.584775,1.698207,0.847362,-0.043795,-1.785711,-11.254015,0
22,0.440068,1.384424,1.486779,-0.084012,-1.430470,-11.254015,0
23,0.751874,1.351147,1.980840,-0.015574,-2.084678,-11.254015,0
24,0.357818,1.471596,2.774466,-0.122968,-1.225267,-11.254015,0
25,0.582609,0.884388,0.847362,-0.376820,-0.253234,-11.254015,0
26,0.584775,0.876899,0.847362,-0.445776,-2.703423,-0.000000,0
27,0.820903,0.942544,0.613254,-0.072990,-2.261889,-9.270482,0
28,0.893278,1.019764,1.289335,-0.000000,-2.499324,-9.270482,0
29,0.824869,0.799644,0.695329,-0.000026,-2.269307,-9.270482,0
30,0.342483,0.679199,2.411341,-0.982767,-1.161066,-9.270482,1
31,0.989004,1.379995,1.980840,-0.000000,-2.800170,-9.270482,0
32,0.357818,1.462944,2.774466,-0.128617,-1.223526,-9.270482,0
33,0.552740,1.216675,2.113740,-0.406670,-0.048354,-11.254015,0
34,0.437173,0.872902,1.481072,-0.468168,-0.026647,-9.270482,0
35,0.989915,0.634034,4.385037,-0.000000,-2.881583,-9.270482,0
36,0.552740,1.195870,2.003495,-0.433131,-0.072700,-0.000000,0
37,0.934140,1.265425,1.556483,-0.000000,-2.678115,-0.000000,0
38,0.966694,1.384424,3.145013,-0.000000,-2.541901,-9.270482,0
39,0.223055,0.634034,4.703957,-0.038042,-0.837901,-11.254015,0
