Attribute,Value
Number Critical Scenarios,557
Number Critical Scenarios (duplicate free),118
Number All Scenarios,1000
Number All Scenarios (duplicate free),250
Number Best Critical Scenarios,12
Number Best Critical Scenarios (duplicate free),12
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.56
Ratio Critical/All scenarios (duplicate free),0.47
Ratio Best Critical/Best Scenarios,0.60
Ratio Best Critical/Best Scenarios (duplicate free),0.60
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.96300876  0.73931539  0.        ]
Input value of critical (first of population of interest),[1.00154508 1.68267993 1.75754714]
