run,RS,NSGA-II-D,NSGA-II
1,0.2707037070956613,0.31281149420779963,0.7324844015031059
2,0.29839648642744226,0.32000914568656813,0.5250952427623532
3,0.23767117630042234,0.6136232199019649,0.5895866839295079
4,0.2209578076485129,0.24475897988961337,0.567400475614419
5,0.2526428813307819,0.2739471099396036,0.951657321604442
6,0.27296395280995706,0.2883666154344875,0.6211660391029992
7,0.2188128533709276,0.4781917056765435,0.5517732054561634
8,0.2609319658878481,0.42455602747214544,0.4804092738727243
9,0.2632408298575746,0.3065393475836319,1
10,0.2192872756590756,0.30466267440187594,0.5711830795610666
