RS_n_evals,RS_cid,RS_cid_sigma,NSGA-II-D_n_evals,NSGA-II-D_cid,NSGA-II-D_cid_sigma,NSGA-II_n_evals,NSGA-II_cid,NSGA-II_cid_sigma
100.0,0.5276145206535195,0.10064933147960606,100.0,0.6483581649351505,0.22528313607684916,100.0,0.7281702305206224,0.19609077211119239
200.0,0.3853108854324614,0.035022672041108836,200.0,0.5414897346173795,0.1317227816646074,200.0,0.6806124830528122,0.17153299402402644
300.0,0.352125303845018,0.03454665207897481,300.0,0.4983658807471456,0.11930105585909011,300.0,0.6725544714033711,0.17509176986223995
400.0,0.32430120773921844,0.03437725229830688,400.0,0.47016414457280026,0.10682247333241768,400.0,0.6673497063705608,0.17638279819823494
500.0,0.2919513162560896,0.02496469856462293,500.0,0.43883268581488777,0.10675652133091046,500.0,0.6656418894615639,0.17728786452617024
600.0,0.2807465553670813,0.024183745669757704,600.0,0.4104749765861969,0.09424331394683107,600.0,0.6611189606303033,0.17863648139350402
700.0,0.2691877804351292,0.024630312925507235,700.0,0.3906394385005504,0.10393887090260565,700.0,0.6604929595216187,0.1789857481730366
800.0,0.26338001171366654,0.023484723875996313,800.0,0.37788926295426895,0.10685553102435225,800.0,0.659350645883861,0.17968274214173852
900.0,0.2572161194733897,0.02756949342232378,900.0,0.3709111311984078,0.1116291125760478,900.0,0.6592102593081139,0.17978029047079916
1000.0,0.2515608936388204,0.026847332336100403,1000.0,0.3567466320194234,0.11446439158672889,1000.0,0.6590755723406782,0.17981590165961905
