Attribute,Value
Number Critical Scenarios,399
Number Critical Scenarios (duplicate free),114
Number All Scenarios,1000
Number All Scenarios (duplicate free),325
Number Best Critical Scenarios,152
Number Best Critical Scenarios (duplicate free),24
Number Best Scenarios,330
Number Best Scenarios (duplicate free),63
Ratio Critical/All scenarios,0.40
Ratio Critical/All scenarios (duplicate free),0.35
Ratio Best Critical/Best Scenarios,0.46
Ratio Best Critical/Best Scenarios (duplicate free),0.38
Iteration first critical found,2
Fitness value of critical (first of population of interest),[-0.990675  0.686972]
Input value of critical (first of population of interest),[-4.83625  -6.452162 12.736633]
