Index,Ego_HostVelGain,Other_Velocity_mps,Other_Time_s,Fitness_Min Adapted Distance,Fitness_Velocity At Min Adapted Distance,Fitness_Distance Archive
0,0.389729,0.711215,1.715261,-0.996431,-2.358275,-10.734127
1,0.389729,0.711215,1.715261,-0.996431,-2.358275,-10.734127
2,0.554621,0.720861,0.152324,-0.992006,-2.605837,-10.981856
3,0.389729,0.711215,1.715261,-0.996431,-2.358275,-10.734127
4,0.554621,0.720861,0.152324,-0.992006,-2.605837,-10.981856
5,0.389729,0.725398,1.715261,-0.925120,-2.300013,-11.805178
6,0.386425,0.711215,1.715261,-0.989255,-2.289995,-11.805178
7,0.385060,0.711215,1.715261,-0.981341,-2.285120,-11.805178
8,0.389729,0.711215,1.715261,-0.996431,-2.358275,-10.734127
9,0.554621,0.720861,0.152324,-0.992006,-2.605837,-10.981856
10,0.389729,0.725398,1.715261,-0.925120,-2.300013,-11.805178
11,0.386425,0.711215,1.715261,-0.989255,-2.289995,-11.805178
12,0.389729,0.711215,1.613687,-0.968349,-2.300013,-11.557674
13,0.385060,0.711215,1.715261,-0.981341,-2.285120,-11.805178
14,0.389729,0.724258,1.715261,-0.937439,-2.300013,-11.557674
15,0.384982,0.711215,1.715261,-0.979699,-2.285120,-11.557674
16,0.389806,0.725398,1.715261,-0.927310,-2.300013,-11.557674
17,0.554621,0.720861,0.152324,-0.992006,-2.605837,-10.981856
18,0.389729,0.725398,1.715261,-0.925120,-2.300013,-11.805178
19,0.386425,0.711215,1.715261,-0.989255,-2.289995,-11.805178
20,0.423970,0.701659,1.335598,-0.991791,-2.377681,-11.734806
21,0.389729,0.711126,1.715261,-0.996432,-2.358275,-11.734806
22,0.550220,0.720821,0.165257,-0.975809,-2.594235,-11.734806
23,0.385060,0.711215,1.715261,-0.981341,-2.285120,-11.805178
24,0.389729,0.711215,1.715261,-0.996431,-2.358275,-10.734127
25,0.388358,0.711215,1.709809,-0.979286,-2.294958,-11.734806
26,0.389729,0.711215,1.613687,-0.968349,-2.300013,-11.557674
27,0.389729,0.725487,1.715261,-0.924117,-2.300013,-11.734806
28,0.389729,0.724258,1.715261,-0.937439,-2.300013,-11.557674
29,0.384982,0.711215,1.715261,-0.979699,-2.285120,-11.557674
30,0.554621,0.720861,0.152324,-0.992006,-2.605837,-10.981856
31,0.389729,0.725398,1.715261,-0.925120,-2.300013,-11.805178
32,0.386425,0.711215,1.715261,-0.989255,-2.289995,-11.805178
33,0.423970,0.701659,1.335598,-0.991791,-2.377681,-11.734806
34,0.389729,0.711126,1.715261,-0.996432,-2.358275,-11.734806
35,0.550220,0.720821,0.165257,-0.975809,-2.594235,-11.734806
36,0.550220,0.720821,0.104209,-0.976158,-2.594235,-11.244159
37,0.385060,0.711215,1.715261,-0.981341,-2.285120,-11.805178
38,0.423970,0.702154,1.335598,-0.991778,-2.377681,-11.244159
39,0.388358,0.711215,1.709809,-0.979286,-2.294958,-11.734806
40,0.389729,0.711135,1.711337,-0.996432,-2.358275,-11.244159
41,0.389729,0.711215,1.613687,-0.968349,-2.300013,-11.557674
42,0.389729,0.725487,1.715261,-0.924117,-2.300013,-11.734806
43,0.389729,0.711215,1.715261,-0.996431,-2.358275,-10.734127
44,0.389729,0.724258,1.715261,-0.937439,-2.300013,-11.557674
45,0.554621,0.720861,0.152324,-0.992006,-2.605837,-10.981856
46,0.389729,0.725398,1.715261,-0.925120,-2.300013,-11.805178
47,0.386425,0.711215,1.715261,-0.989255,-2.289995,-11.805178
48,0.423970,0.701659,1.335598,-0.991791,-2.377681,-11.734806
49,0.389729,0.711126,1.715261,-0.996432,-2.358275,-11.734806
50,0.550220,0.720821,0.165257,-0.975809,-2.594235,-11.734806
51,0.550220,0.720821,0.104209,-0.976158,-2.594235,-11.244159
52,0.423970,0.707872,1.335598,-0.993889,-2.363502,-8.440141
53,0.389842,0.711126,1.715261,-0.997137,-2.358669,-8.440141
54,0.554621,0.720861,0.170269,-0.991767,-2.605837,-8.440141
55,0.385060,0.711215,1.715261,-0.981341,-2.285120,-11.805178
56,0.423970,0.702154,1.335598,-0.991778,-2.377681,-11.244159
57,0.388358,0.711215,1.709809,-0.979286,-2.294958,-11.734806
58,0.389729,0.711135,1.711337,-0.996432,-2.358275,-11.244159
59,0.389729,0.711215,1.613687,-0.968349,-2.300013,-11.557674
60,0.389729,0.725487,1.715261,-0.924117,-2.300013,-11.734806
61,0.554621,0.720861,0.152324,-0.992006,-2.605837,-10.981856
62,0.389729,0.725398,1.715261,-0.925120,-2.300013,-11.805178
63,0.386425,0.711215,1.715261,-0.989255,-2.289995,-11.805178
64,0.423970,0.701659,1.335598,-0.991791,-2.377681,-11.734806
65,0.389729,0.711126,1.715261,-0.996432,-2.358275,-11.734806
66,0.550220,0.720821,0.165257,-0.975809,-2.594235,-11.734806
67,0.550220,0.720821,0.104209,-0.976158,-2.594235,-11.244159
68,0.423970,0.707872,1.335598,-0.993889,-2.363502,-8.440141
69,0.389842,0.711126,1.715261,-0.997137,-2.358669,-8.440141
70,0.628023,0.907710,1.019151,-0.928913,-2.725962,-10.288119
71,0.554621,0.720861,0.170269,-0.991767,-2.605837,-8.440141
72,0.550220,0.720821,0.114081,-0.976236,-2.594235,-10.288119
73,0.385060,0.711215,1.715261,-0.981341,-2.285120,-11.805178
74,0.423970,0.702154,1.335598,-0.991778,-2.377681,-11.244159
75,0.388358,0.711215,1.709809,-0.979286,-2.294958,-11.734806
76,0.389729,0.711135,1.711337,-0.996432,-2.358275,-11.244159
77,0.389729,0.711215,1.613687,-0.968349,-2.300013,-11.557674
78,0.389729,0.725487,1.715261,-0.924117,-2.300013,-11.734806
79,0.554621,0.720861,0.152324,-0.992006,-2.605837,-10.981856
80,0.389729,0.725398,1.715261,-0.925120,-2.300013,-11.805178
81,0.386425,0.711215,1.715261,-0.989255,-2.289995,-11.805178
82,0.423970,0.701659,1.335598,-0.991791,-2.377681,-11.734806
83,0.389729,0.711126,1.715261,-0.996432,-2.358275,-11.734806
84,0.550220,0.720821,0.165257,-0.975809,-2.594235,-11.734806
85,0.550220,0.720821,0.104209,-0.976158,-2.594235,-11.244159
86,0.423970,0.707872,1.335598,-0.993889,-2.363502,-8.440141
87,0.389842,0.711126,1.715261,-0.997137,-2.358669,-8.440141
88,0.628023,0.907710,1.019151,-0.928913,-2.725962,-10.288119
89,0.628023,0.907710,1.025516,-0.940783,-2.735746,-8.112993
90,0.389729,0.725487,1.715261,-0.924117,-2.300013,-11.734806
91,0.550220,0.720821,0.114081,-0.976236,-2.594235,-10.288119
92,0.385060,0.711215,1.715261,-0.981341,-2.285120,-11.805178
93,0.423970,0.702154,1.335598,-0.991778,-2.377681,-11.244159
