Attribute,Value
Number Critical Scenarios,163
Number Critical Scenarios (duplicate free),163
Number All Scenarios,1000
Number All Scenarios (duplicate free),1000
Number Best Critical Scenarios,7
Number Best Critical Scenarios (duplicate free),7
Number Best Scenarios,9
Number Best Scenarios (duplicate free),9
Ratio Critical/All scenarios,0.16
Ratio Critical/All scenarios (duplicate free),0.16
Ratio Best Critical/Best Scenarios,0.78
Ratio Best Critical/Best Scenarios (duplicate free),0.78
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-1.        0.835383  0.      ]
Input value of critical (first of population of interest),[-6.865059 -4.535589  3.38108 ]
