Attribute,Value
Number Critical Scenarios,810
Number Critical Scenarios (duplicate free),198
Number All Scenarios,1000
Number All Scenarios (duplicate free),288
Number Best Critical Scenarios,258
Number Best Critical Scenarios (duplicate free),36
Number Best Scenarios,297
Number Best Scenarios (duplicate free),40
Ratio Critical/All scenarios,0.81
Ratio Critical/All scenarios (duplicate free),0.69
Ratio Best Critical/Best Scenarios,0.87
Ratio Best Critical/Best Scenarios (duplicate free),0.90
Iteration first critical found,2
Fitness value of critical (first of population of interest),[-0.999993  0.838828]
Input value of critical (first of population of interest),[-6.918667  2.062288  6.262094]
