Attribute,Value
Number Critical Scenarios,563
Number Critical Scenarios (duplicate free),186
Number All Scenarios,1000
Number All Scenarios (duplicate free),304
Number Best Critical Scenarios,10
Number Best Critical Scenarios (duplicate free),10
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.56
Ratio Critical/All scenarios (duplicate free),0.61
Ratio Best Critical/Best Scenarios,0.50
Ratio Best Critical/Best Scenarios (duplicate free),0.50
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.65485901  0.71818532]
Input value of critical (first of population of interest),[-3.36529843  2.2949081  12.40336502]
