Attribute,Value
Number Critical Scenarios,357
Number Critical Scenarios (duplicate free),93
Number All Scenarios,1000
Number All Scenarios (duplicate free),270
Number Best Critical Scenarios,101
Number Best Critical Scenarios (duplicate free),18
Number Best Scenarios,408
Number Best Scenarios (duplicate free),52
Ratio Critical/All scenarios,0.36
Ratio Critical/All scenarios (duplicate free),0.34
Ratio Best Critical/Best Scenarios,0.25
Ratio Best Critical/Best Scenarios (duplicate free),0.35
Iteration first critical found,3
Fitness value of critical (first of population of interest),[-0.999958  0.780839]
Input value of critical (first of population of interest),[-7.347779  7.776149 19.642108]
