Index,mut_extent_1,mut_extent_2,vertex_control,Fitness_Confidence_Expected,Fitness_Brightness,Fitness_Distance_Input,Critical
0,3.131819,0.768563,6.576347,-0.558773,0.727043,0.000000,0
1,1.393935,-4.166449,1.906739,-0.999241,0.737054,0.000000,1
2,4.052356,-1.348287,10.817290,0.931533,0.642614,0.000000,0
3,-3.041858,1.184341,2.874264,-0.779153,0.727344,0.000000,1
4,0.652365,-2.867624,18.651021,0.992694,0.691966,0.000000,0
5,-1.227446,0.855931,12.000765,0.988820,0.704306,0.000000,0
6,-1.090057,-0.697275,4.601656,0.999597,0.679028,0.000000,0
7,3.507413,-7.413890,7.113707,0.977604,0.719011,0.000000,0
8,3.108412,-1.671087,2.493617,0.997681,0.692757,0.000000,0
9,0.996724,-0.256708,14.266409,0.996056,0.709143,0.000000,0
10,-0.047448,1.228536,16.342184,0.995837,0.719650,0.000000,0
11,5.258539,-0.897653,0.378103,0.999324,0.698782,0.000000,0
12,-0.559684,-1.863178,5.572602,0.997518,0.713979,0.000000,0
13,1.319015,2.864506,14.198341,0.997307,0.779051,0.000000,0
14,1.153707,0.152032,4.661417,0.999637,0.725342,0.000000,0
15,0.200422,-2.423113,15.232046,0.999999,0.719448,0.000000,0
16,-1.929502,0.124845,8.521722,0.999958,0.731286,0.000000,0
17,1.308413,-0.648828,20.511726,0.999929,0.732810,0.000000,0
18,1.327587,3.709489,18.734676,0.999998,0.739292,0.000000,0
19,1.385173,2.831024,18.362514,0.999974,0.751144,0.000000,0
20,4.052356,-1.348287,10.817290,0.931533,0.642614,0.000000,0
21,-3.041858,1.184341,2.874264,-0.779153,0.727344,0.000000,1
22,1.393935,-4.173847,1.994079,-0.999272,0.737389,-0.087653,1
23,1.353860,-3.834513,0.453037,0.250034,0.742306,-1.491656,0
24,1.245293,-1.348287,10.830686,0.855864,0.669296,-2.807095,0
25,5.260888,-0.897653,11.095690,0.711427,0.648227,-1.319517,0
26,3.357421,0.768563,6.563007,-0.947810,0.731392,-0.225997,1
27,4.052356,0.159229,10.717048,0.970161,0.646293,-1.510845,0
28,1.393935,-4.166449,1.911904,-0.999241,0.737054,-0.005165,1
29,1.393935,-4.174183,4.767593,0.973393,0.733228,-2.860865,0
30,0.652365,-2.867624,18.454245,-0.713658,0.671838,-0.196776,1
31,3.960770,0.152032,4.648021,-0.993696,0.781689,-2.187627,1
32,4.052356,-1.348287,12.447613,0.999927,0.659452,-1.630323,0
33,4.059205,-0.897653,13.584341,0.719609,0.712565,-2.803513,0
34,4.052356,-4.182518,10.817290,0.974606,0.674341,-2.834231,0
35,5.298614,-1.229588,1.831809,0.992817,0.657516,-1.491659,0
36,3.138077,-1.692941,19.156824,0.999806,0.718062,-2.504716,0
37,3.131819,0.768563,6.576347,-0.558773,0.727043,0.000000,0
38,1.393935,-4.166449,1.906995,-0.999241,0.737054,-0.000256,1
39,3.177380,0.738084,14.266409,0.996300,0.738730,-2.396847,0
40,3.960770,0.152032,4.648021,-0.993696,0.781689,-2.187627,1
41,4.052356,-1.348287,11.097042,0.931533,0.642614,-0.279752,0
42,1.393935,-4.174183,4.767593,0.973393,0.733228,-2.860865,0
43,-3.041858,1.184341,2.874264,-0.779153,0.727344,0.000000,1
44,4.052356,-1.348287,12.447613,0.999927,0.659452,-1.630323,0
45,1.139428,-4.166449,1.859284,-0.999550,0.747025,-0.258893,1
46,1.353860,-3.834513,0.453037,0.250034,0.742306,-1.491656,0
47,5.121413,-1.348950,10.830686,0.676744,0.657161,-0.541617,0
48,0.652365,-2.867624,18.454245,-0.713658,0.671838,-0.196776,1
49,4.059205,-0.897653,13.584341,0.719609,0.712565,-2.803513,0
50,5.260888,-0.897653,11.095690,0.711427,0.648227,-1.319517,0
51,-3.161735,-1.348287,3.403259,-0.993049,0.749594,-2.480286,1
52,0.698250,-2.882583,18.397902,-0.729822,0.679477,-0.074187,1
53,1.245293,-1.348287,10.830686,0.855864,0.669296,-2.807095,0
54,3.357421,0.768563,6.563007,-0.947810,0.731392,-0.225997,1
55,-3.117593,-1.382433,3.011072,-0.991421,0.743590,-2.571533,1
56,4.052356,0.159229,10.717048,0.970161,0.646293,-1.510845,0
57,4.052356,-4.182518,10.817290,0.974606,0.674341,-2.834231,0
58,5.240256,-0.897653,10.988504,0.710193,0.647226,-0.109153,0
59,1.393935,-4.166449,1.911904,-0.999241,0.737054,-0.005165,1
60,4.052356,-1.348287,11.097042,0.931533,0.642614,-0.279752,0
61,-2.148755,-3.831404,0.339876,0.961950,0.759531,-3.504444,0
62,3.922062,-4.174183,4.775421,-0.993640,0.785216,-2.528139,1
63,1.393935,-4.166449,1.911904,-0.999241,0.737054,-0.005165,1
64,1.452817,1.722839,2.648625,0.999009,0.663770,-2.570649,0
65,-4.946922,-0.100903,3.403259,-0.999960,0.762614,-2.177811,1
66,1.139428,-4.166449,13.295205,0.607471,0.709292,-2.769893,0
67,0.652365,-2.867624,18.454245,-0.713658,0.671838,-0.196776,1
68,5.121413,-1.348950,10.830686,0.676744,0.657161,-0.541617,0
69,0.698250,-2.882583,18.397902,-0.729822,0.679477,-0.074187,1
70,5.260888,-0.897653,11.095690,0.711427,0.648227,-1.319517,0
71,3.960770,-4.180334,2.025457,-0.968755,0.725698,-2.567035,1
72,3.960770,0.152032,4.648021,-0.993696,0.781689,-2.187627,1
73,-3.116987,-4.174183,4.767593,0.998282,0.667835,-3.138327,0
74,5.121410,-2.882181,8.427902,0.994650,0.708338,-2.850293,0
75,5.434252,1.011626,11.095690,0.994093,0.647719,-1.667209,0
76,1.393935,-4.174183,4.767593,0.973393,0.733228,-2.860865,0
77,1.395599,-4.174183,18.379801,-0.997571,0.714771,-1.467943,1
78,1.245293,-1.348287,10.830686,0.855864,0.669296,-2.807095,0
79,-3.117593,-1.382433,3.011072,-0.991421,0.743590,-2.571533,1
80,1.371835,-4.174183,2.062797,-0.999321,0.732336,-0.072185,1
81,1.452817,1.722839,2.648625,0.999009,0.663770,-2.570649,0
82,-5.205921,-3.831404,1.508330,-0.997282,0.810071,-3.272851,1
83,6.525413,-2.867624,18.454245,-0.790032,0.756634,-3.653429,1
84,2.376692,-4.174183,4.120339,0.998746,0.630259,-1.176754,0
85,-4.887466,0.152032,3.449858,-0.999966,0.767474,-0.263974,1
86,-1.018341,-2.867624,18.454245,0.437565,0.672409,-1.670706,0
87,0.652365,-2.867624,18.454245,-0.713658,0.671838,-0.196776,1
88,5.121413,-1.348950,10.830686,0.676744,0.657161,-0.541617,0
89,3.922062,-4.174183,4.775421,-0.993640,0.785216,-2.528139,1
90,0.698250,-2.882583,18.397902,-0.729822,0.679477,-0.074187,1
91,3.960770,-4.180334,2.025457,-0.968755,0.725698,-2.567035,1
92,1.139428,-4.166449,13.295205,0.607471,0.709292,-2.769893,0
93,-4.946922,-0.100903,3.403259,-0.999960,0.762614,-2.177811,1
94,3.960770,0.152032,4.648021,-0.993696,0.781689,-2.187627,1
95,5.260888,-0.897653,11.095690,0.711427,0.648227,-1.319517,0
96,5.121410,-2.882181,8.427902,0.994650,0.708338,-2.850293,0
97,1.395599,-4.174183,18.379801,-0.997571,0.714771,-1.467943,1
98,5.260888,-2.915883,11.095690,0.792694,0.661327,-1.595293,0
99,4.052356,-1.348287,11.097042,0.931533,0.642614,-0.279752,0
100,-1.354374,-2.867624,4.337916,0.999060,0.655894,-1.779015,0
101,-5.205921,-3.831404,1.508330,-0.997282,0.810071,-3.272851,1
102,-4.887466,0.152032,3.449858,-0.999966,0.767474,-0.263974,1
103,1.647847,-3.245074,4.219087,0.997921,0.628694,-1.108411,0
104,0.698250,-2.882583,18.397902,-0.729822,0.679477,-0.074187,1
105,-4.887466,0.152032,17.684726,0.907225,0.671277,-4.967958,0
106,1.133271,-2.882583,18.320090,-0.670172,0.707353,-0.441926,0
107,-1.018341,-2.867624,18.454245,0.437565,0.672409,-1.670706,0
108,6.525413,-2.867624,18.454245,-0.790032,0.756634,-3.653429,1
109,1.139428,-4.166449,13.295205,0.607471,0.709292,-2.769893,0
110,3.960770,-4.180334,2.025457,-0.968755,0.725698,-2.567035,1
111,-0.930681,-2.911652,2.227912,-0.971813,0.741176,-2.427824,1
112,-4.311913,0.152032,3.407852,-0.999944,0.755400,-0.577083,1
113,3.922062,-4.174183,4.775421,-0.993640,0.785216,-2.528139,1
114,4.052356,-1.348287,11.097042,0.931533,0.642614,-0.279752,0
115,5.260888,-2.915883,11.095690,0.792694,0.661327,-1.595293,0
116,5.260888,-0.897653,11.095690,0.711427,0.648227,-1.319517,0
117,3.960770,0.152032,4.648021,-0.993696,0.781689,-2.187627,1
118,-4.946922,-0.100903,3.403259,-0.999960,0.762614,-2.177811,1
119,-1.018341,-2.642515,18.454245,0.446488,0.667694,-0.225109,0
120,-5.205921,-3.831404,1.508330,-0.997282,0.810071,-3.272851,1
121,1.647847,-3.245074,4.219087,0.997921,0.628694,-1.108411,0
122,0.698250,-2.882180,18.397902,-0.732226,0.679651,-0.000402,1
123,-4.887466,0.152032,3.449858,-0.999966,0.767474,-0.263974,1
124,-4.887466,0.152032,17.684726,0.907225,0.671277,-4.967958,0
125,-1.354374,-2.867624,4.337916,0.999060,0.655894,-1.779015,0
126,1.188260,-2.867624,18.454245,-0.649497,0.689248,-0.145757,0
127,-1.018341,-2.867624,18.454245,0.437565,0.672409,-1.670706,0
128,6.525413,-2.867624,18.454245,-0.790032,0.756634,-3.653429,1
129,1.139428,-4.166449,13.295205,0.607471,0.709292,-2.769893,0
130,-0.594614,-4.166449,18.215509,-0.855302,0.700023,-1.386898,1
131,5.260888,-2.915883,11.095690,0.792694,0.661327,-1.595293,0
132,3.960770,-4.180334,2.025457,-0.968755,0.725698,-2.567035,1
133,3.922062,-4.174183,4.775421,-0.993640,0.785216,-2.528139,1
134,-0.930681,-2.911652,2.227912,-0.971813,0.741176,-2.427824,1
135,5.260888,-0.897653,11.095690,0.711427,0.648227,-1.319517,0
136,-1.018341,-2.642515,18.454245,0.446488,0.667694,-0.225109,0
137,4.052356,-1.348287,11.097042,0.931533,0.642614,-0.279752,0
138,3.960770,0.152032,4.648021,-0.993696,0.781689,-2.187627,1
139,-4.946922,-0.100903,3.403259,-0.999960,0.762614,-2.177811,1
140,0.698250,-2.882180,18.397902,-0.732226,0.679651,-0.000402,1
141,1.647847,-3.245074,4.219087,0.997921,0.628694,-1.108411,0
142,-5.205921,-3.831404,1.508330,-0.997282,0.810071,-3.272851,1
143,-4.887466,0.152032,2.540782,-0.999966,0.767474,-0.900765,1
144,-1.354374,-2.867624,4.337916,0.999060,0.655894,-1.779015,0
145,-4.887466,0.152032,17.684726,0.907225,0.671277,-4.967958,0
146,7.015794,-2.867624,4.184527,0.211151,0.658528,-3.341728,0
147,3.960770,-4.180334,2.025457,-0.968755,0.725698,-2.567035,1
148,5.260888,-0.897653,11.095690,0.711427,0.648227,-1.319517,0
149,-4.887466,0.152032,13.201967,0.848770,0.686760,-3.915878,0
150,-0.296343,-2.867624,18.454245,-0.378758,0.676972,-0.721997,0
151,-0.594614,-4.166449,18.215509,-0.855302,0.700023,-1.386898,1
152,-4.887466,3.932338,17.443312,-0.248360,0.760239,-3.788007,0
153,-2.529268,-3.831404,18.126732,0.021522,0.691083,-1.821822,0
154,1.188260,-2.867624,18.454245,-0.649497,0.689248,-0.145757,0
155,-0.930681,-2.911652,2.227912,-0.971813,0.741176,-2.427824,1
156,6.525413,-2.867624,18.454245,-0.790032,0.756634,-3.653429,1
157,4.052356,-1.348287,11.097042,0.931533,0.642614,-0.279752,0
158,-4.919157,-2.911652,17.764645,0.083703,0.681471,-3.064890,0
159,3.659712,-2.598792,4.219087,0.954219,0.648366,-1.691210,0
160,1.647847,-3.245074,4.219087,0.997921,0.628694,-1.108411,0
161,1.647847,-3.222650,4.219087,0.997889,0.629986,-0.022424,0
162,-1.354374,-2.867624,4.337916,0.999060,0.655894,-1.779015,0
163,-5.205921,-3.831404,1.508330,-0.997282,0.810071,-3.272851,1
164,-4.887466,0.152032,17.684726,0.907225,0.671277,-4.967958,0
165,-4.866853,0.152032,2.557630,-0.999967,0.766980,-0.026623,1
166,-4.887466,3.932338,17.443312,-0.248360,0.760239,-3.788007,0
167,6.525413,-2.867624,18.454245,-0.790032,0.756634,-3.653429,1
168,-2.529268,-3.831404,18.126732,0.021522,0.691083,-1.821822,0
169,7.015794,-2.867624,4.184527,0.211151,0.658528,-3.341728,0
170,-4.887466,0.152032,13.201967,0.848770,0.686760,-3.915878,0
171,-0.930681,-2.911652,2.227912,-0.971813,0.741176,-2.427824,1
172,-4.919157,-2.911652,17.764645,0.083703,0.681471,-3.064890,0
173,-0.594614,-4.166449,18.215509,-0.855302,0.700023,-1.386898,1
174,-4.887466,0.152032,2.540782,-0.999966,0.767474,-0.900765,1
175,7.015794,1.788219,4.268730,0.788039,0.722829,-3.486278,0
176,3.960770,-4.180334,2.025457,-0.968755,0.725698,-2.567035,1
177,-5.205921,-3.831404,3.204867,-0.998971,0.807325,-1.696537,1
