Attribute,Value
Number Critical Scenarios,747
Number Critical Scenarios (duplicate free),232
Number All Scenarios,1000
Number All Scenarios (duplicate free),346
Number Best Critical Scenarios,13
Number Best Critical Scenarios (duplicate free),13
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.75
Ratio Critical/All scenarios (duplicate free),0.67
Ratio Best Critical/Best Scenarios,0.65
Ratio Best Critical/Best Scenarios (duplicate free),0.65
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.99828935  0.78664937]
Input value of critical (first of population of interest),[-6.49276313 -1.43751127  0.85686887]
