n_evals,cid
200,0.17521508621669155
400,0.14371452648247696
600,0.13223280164942575
800,0.11776029450641426
1000,0.11584560840823059
1200,0.10709731337951375
1400,0.09292011972634723
1600,0.08693022154360122
1800,0.08467893793723687
2000,0.07479461179753391
