Attribute,Value
Number Critical Scenarios,194
Number Critical Scenarios (duplicate free),59
Number All Scenarios,1000
Number All Scenarios (duplicate free),201
Number Best Critical Scenarios,90
Number Best Critical Scenarios (duplicate free),20
Number Best Scenarios,589
Number Best Scenarios (duplicate free),49
Ratio Critical/All scenarios,0.19
Ratio Critical/All scenarios (duplicate free),0.29
Ratio Best Critical/Best Scenarios,0.15
Ratio Best Critical/Best Scenarios (duplicate free),0.41
Iteration first critical found,2
Fitness value of critical (first of population of interest),[-0.98783   0.821616 -6.153391]
Input value of critical (first of population of interest),[-4.14241  -7.851711  1.562767]
