RS_n_evals,RS_cid,RS_cid_sigma,NSGA-II-D_n_evals,NSGA-II-D_cid,NSGA-II-D_cid_sigma,NSGA-II_n_evals,NSGA-II_cid,NSGA-II_cid_sigma
100.0,0.30061059804836576,0.04539929683732191,100.0,0.4152393390130843,0.08031430045290056,100.0,0.4439411591117823,0.06737947179777723
200.0,0.249664455452883,0.03532531381451995,200.0,0.34511215139621554,0.04184189915251449,200.0,0.4123249395015868,0.06769842138869382
300.0,0.2070758050613147,0.017922075580658,300.0,0.30415960923377916,0.0315603328399874,300.0,0.40666864901961935,0.06938346402818714
400.0,0.1882359529231507,0.011619141523161439,400.0,0.29324735511073213,0.035124208775836635,400.0,0.40582637154266415,0.06981589058799385
500.0,0.17572000666525653,0.010187774949616127,500.0,0.2865016948490207,0.036387121087219795,500.0,0.40269187142018953,0.06550838797639039
600.0,0.1684106411160563,0.007916063386421366,600.0,0.27327063357193315,0.03732797744499789,600.0,0.4014611803709294,0.06402902517896118
700.0,0.16211638905666634,0.008110556627537058,700.0,0.27044334398566733,0.038476090868511545,700.0,0.400571813542913,0.06426526080251177
800.0,0.15629036381058325,0.006198072005404978,800.0,0.2661071659745363,0.0395545441707621,800.0,0.400379735984445,0.06421559009702422
900.0,0.15090627392609404,0.005055240194267468,900.0,0.2556451025222318,0.03150063260832348,900.0,0.4002252729169758,0.06421070075801087
1000.0,0.14665540002006122,0.004461736430974203,1000.0,0.2481670961554901,0.030765001317034073,1000.0,0.39976164906249145,0.06388170662626726
