n_evals,cid
40,0.524699830480785
80,0.524699830480785
120,0.43792216694601593
160,0.2807510535270586
200,0.22495121396981113
240,0.207247885881466
280,0.20512378647932872
320,0.1949158949381223
360,0.1939801079685348
400,0.19231749067112935
440,0.19231749067112935
480,0.19231749067112935
520,0.191158004717167
560,0.19004285128316525
600,0.18983483401253656
640,0.1845672922025845
680,0.18455423191278486
720,0.18446634135099776
760,0.184307326019615
800,0.178889532534663
840,0.178354282818091
880,0.178354282818091
920,0.1778099928516205
960,0.17745053767429972
1000,0.17745053767429972
1040,0.17688286787633664
1080,0.17671447083364564
1120,0.17659939107843484
1160,0.17588950054519487
1200,0.17588911159688775
1240,0.1758891008573096
1280,0.1758891008573096
1320,0.17588859548431063
1360,0.17588859548431063
1400,0.17588797486962648
1440,0.17588797486962648
1480,0.17581321339304143
1520,0.1758131364075993
1560,0.17580649614339053
1600,0.17580578831900454
1640,0.17570592217501294
1680,0.17570592217501294
1720,0.17568670354748045
1760,0.17568670354748045
1800,0.17568670354748045
1840,0.17568670354748045
1880,0.175685369619672
1920,0.1752098873866347
1960,0.1752098873866347
2000,0.1752098873866347
