n_evals,cid
20,1
40,1
60,0.6302584557610733
80,0.611036658825705
100,0.6045696316870789
120,0.6019047125509707
140,0.6002866310131776
160,0.6002203993275772
180,0.5938662235504233
200,0.5930248059563006
220,0.5930248059563006
240,0.5930248059563006
260,0.5930248059563006
280,0.5930248059563006
300,0.5930248059563006
320,0.5930248059563006
340,0.592196568222167
360,0.592196568222167
380,0.5907496357407169
400,0.5907496357407169
420,0.5907496357407169
440,0.5907496357407169
460,0.5907496357407169
480,0.5907496357407169
500,0.5904579874554517
520,0.5904513920331806
540,0.5904513920331806
560,0.5904513920331806
580,0.590392740354434
600,0.590342069651554
620,0.590338947422311
640,0.5902252303073171
660,0.5902252303073171
680,0.59022384139044
700,0.59022384139044
720,0.59022384139044
740,0.5899967304295552
760,0.5899957032972015
780,0.5899957032972015
800,0.5899957032972015
820,0.5899813552185141
840,0.5899813552185141
860,0.5899813552185141
880,0.5899813552185141
900,0.5899813552185141
920,0.5899813552185141
940,0.5899813552185141
960,0.5899813552185141
980,0.5899813552185141
1000,0.5899813552185141
