Attribute,Value
Number Critical Scenarios,318
Number Critical Scenarios (duplicate free),70
Number All Scenarios,1000
Number All Scenarios (duplicate free),221
Number Best Critical Scenarios,219
Number Best Critical Scenarios (duplicate free),19
Number Best Scenarios,620
Number Best Scenarios (duplicate free),55
Ratio Critical/All scenarios,0.32
Ratio Critical/All scenarios (duplicate free),0.32
Ratio Best Critical/Best Scenarios,0.35
Ratio Best Critical/Best Scenarios (duplicate free),0.35
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.999987  0.831322  0.      ]
Input value of critical (first of population of interest),[ 1.091751 -6.503113  1.549031]
