n_evals,cid
40,1
80,0.3631084932029043
120,0.2175827937036529
160,0.2062240540863684
200,0.20355040072115096
240,0.20185302411430192
280,0.19950770071714066
320,0.17973066038831326
360,0.17965469464289088
400,0.1777993432163616
440,0.17779324355885118
480,0.17778910749821897
520,0.1777804592125678
560,0.1771038683788807
600,0.1768177632403069
640,0.17668321002439105
680,0.1766820858994876
720,0.1766820858994876
760,0.1766655372461209
800,0.17665949728765734
840,0.17665949728765734
880,0.17659712403815808
920,0.17658615007012002
960,0.17658615007012002
1000,0.17658615007012002
1040,0.17658615007012002
1080,0.17657973667848811
1120,0.1759864427739061
1160,0.17594960357376777
1200,0.175934796111538
1240,0.1759139072456586
1280,0.17590643345459703
1320,0.17590643345459703
1360,0.17590643345459703
1400,0.17564329428743597
1440,0.1756432780174754
1480,0.17564291639484703
1520,0.17564287223368819
1560,0.17538212587512372
1600,0.17537550634750282
1640,0.17537550634750282
1680,0.17533452201255867
1720,0.17532728480719098
1760,0.17532728480719098
1800,0.17532728480719098
1840,0.17532728480719098
1880,0.17532728480719098
1920,0.17532728480719098
1960,0.17532728480719098
2000,0.17531752862954242
