RS_n_evals,RS_cid,RS_cid_sigma,NSGA-II-D_n_evals,NSGA-II-D_cid,NSGA-II-D_cid_sigma,NSGA-II_n_evals,NSGA-II_cid,NSGA-II_cid_sigma
100.0,0.3309127524175614,0.07178839991273314,100.0,0.43997426598440886,0.099886892120106,100.0,0.5269013762293306,0.15134443104640416
200.0,0.26078695319972983,0.0281705147135526,200.0,0.36712171243333414,0.053069003308851295,200.0,0.48399385093685393,0.14555992264344939
300.0,0.2379892878398718,0.02523397904814942,300.0,0.35408261174583666,0.050186867688891905,300.0,0.4557130883223139,0.11215065496395102
400.0,0.21831789362957962,0.0229669477628075,400.0,0.343229722881902,0.05548190250973137,400.0,0.44703636845956024,0.11165415016689663
500.0,0.2060185457743652,0.02093080844678208,500.0,0.32912621081317345,0.062271734695269955,500.0,0.44302082471035503,0.10722060586350099
600.0,0.1928531255659756,0.016513544443022662,600.0,0.3191377647352289,0.06612192697922385,600.0,0.44137750490128075,0.10800183501132575
700.0,0.1854700545576568,0.016451706375842767,700.0,0.31264939260552427,0.06442599876148143,700.0,0.4355457560056671,0.1057366686690809
800.0,0.17697345835497622,0.016210485799764255,800.0,0.3067637154239156,0.06175618481829675,800.0,0.43235899154770213,0.10577300289765734
900.0,0.17325135319432533,0.01551392265655623,900.0,0.2998186200533995,0.06417448462181528,900.0,0.4281586086526266,0.10428867174769903
1000.0,0.1685713259403933,0.01603759008817393,1000.0,0.29738371661095686,0.06570293260607811,1000.0,0.4274022057201342,0.1042392944665945
