n_evals,cid
40,1
80,1
120,1
160,1
200,1
240,0.43948063159176676
280,0.43682427895041354
320,0.43682427895041354
360,0.4243314898131805
400,0.42193703300871316
440,0.42181741005279255
480,0.42181234656132216
520,0.42181234656132216
560,0.42121049677526357
600,0.42121049677526357
640,0.3119132307447707
680,0.31188133517079875
720,0.31188133517079875
760,0.31149876122791176
800,0.2868627974349441
840,0.2736913376178531
880,0.2736913376178531
920,0.2736913376178531
960,0.26763664309914753
1000,0.26757590233261064
1040,0.2674717085415453
1080,0.2674717085415453
1120,0.2674717085415453
1160,0.2674717085415453
1200,0.2674717085415453
1240,0.2674717085415453
1280,0.26741091020572233
1320,0.26741091020572233
1360,0.26741091020572233
1400,0.26737339261051846
1440,0.26737339261051846
1480,0.26737339261051846
1520,0.26737339261051846
1560,0.26737339261051846
1600,0.2671184762687983
1640,0.2671184762687983
1680,0.2671184762687983
1720,0.2671184762687983
1760,0.2671184762687983
1800,0.2671184762687983
1840,0.2671184762687983
1880,0.2671095869088294
1920,0.2671095869088294
1960,0.2671095869088294
2000,0.2671095869088294
