Index,mut_extent_1,mut_extent_2,vertex_control,Fitness_Confidence_Expected,Fitness_Brightness,Fitness_Distance_Input
0,6.412397,-1.027148,7.151557,-1.000000,0.797429,0.000000
1,0.753434,6.904781,13.618772,-0.999816,0.810621,0.000000
2,7.809658,5.279383,5.064485,-0.991137,0.787550,0.000000
3,-1.961402,-4.961624,1.674468,-0.993863,0.792200,0.000000
4,-7.134866,2.042199,1.461402,-0.999829,0.776774,0.000000
5,4.041779,5.010473,4.404032,-0.947290,0.781543,0.000000
6,-1.321242,-7.451657,1.979578,-0.999988,0.824607,0.000000
7,-3.871010,7.358839,3.636486,-0.999997,0.824584,0.000000
8,7.364962,-0.566158,16.774157,-0.904671,0.838198,0.000000
9,-5.235086,-4.660591,15.864427,-0.926716,0.699742,0.000000
10,5.936111,0.292778,6.776140,-1.000000,0.795892,0.000000
11,-7.850191,3.365737,1.034758,-0.957389,0.780227,0.000000
12,-5.355619,7.469833,20.973400,-0.792668,0.814804,0.000000
13,-7.594379,4.274981,21.006910,-0.998555,0.819839,0.000000
14,3.565730,7.932777,5.600619,-0.999993,0.779959,0.000000
15,3.364006,5.360903,4.389036,-0.985761,0.776493,0.000000
16,1.956404,-7.636072,19.749849,-0.983119,0.811211,0.000000
17,-4.279489,4.319154,5.637433,-0.667427,0.803591,0.000000
18,7.165314,-6.156341,14.953251,-0.918056,0.788828,0.000000
19,6.297233,3.259623,4.729272,-0.998961,0.779165,0.000000
20,7.998784,-3.429190,6.605979,-1.000000,0.807025,0.000000
21,-7.860131,6.887934,7.487559,-0.556603,0.734498,0.000000
22,-6.684851,-6.608396,16.106335,-0.984833,0.727776,0.000000
23,-2.474370,6.854860,14.169529,-0.999946,0.811129,0.000000
24,4.474069,7.923255,14.451227,-0.822021,0.803141,0.000000
25,-2.623094,-5.505495,1.753611,-0.999800,0.799131,0.000000
26,4.486158,3.765567,6.874577,-0.941988,0.760544,0.000000
27,-3.982788,-5.339500,16.440899,-0.892231,0.695415,0.000000
28,-2.760323,-6.628235,1.909439,-0.999994,0.817521,0.000000
29,-6.796779,-4.890735,15.527861,-0.943849,0.709548,0.000000
30,1.032754,7.377777,4.021795,-0.999981,0.814208,0.000000
31,4.679208,-1.105086,7.326975,-0.987715,0.789649,0.000000
32,3.935486,-7.938660,20.292894,-0.999107,0.824515,0.000000
33,-5.441351,-3.858822,2.930690,-0.997835,0.804297,0.000000
34,-7.737909,-6.350821,3.286529,-0.999877,0.838802,0.000000
35,-6.828710,-1.271112,3.490326,-0.999993,0.820518,0.000000
36,-5.679184,-4.414262,16.228899,-0.912508,0.705362,0.000000
37,-3.764137,-6.081414,0.443735,-0.899198,0.777623,0.000000
38,-7.288453,6.419363,20.781050,-0.940876,0.829569,0.000000
39,5.556016,-7.485618,4.999869,-0.996510,0.823890,0.000000
40,0.029808,-5.408983,0.237725,-0.990478,0.763165,0.000000
41,-5.770843,7.406720,11.903052,-0.676744,0.721405,0.000000
42,-0.621783,7.659146,9.596820,-0.918344,0.724108,0.000000
43,7.545656,5.792819,4.967372,-0.994218,0.785089,0.000000
44,-3.632674,-7.816212,15.655902,-0.961856,0.722704,0.000000
45,-5.437414,7.867187,19.855109,-0.939228,0.760861,0.000000
46,-7.215149,-4.071266,1.291701,-0.996383,0.781107,0.000000
47,5.186716,-2.653027,7.091807,-0.995468,0.802771,0.000000
48,-6.677482,3.245571,20.576318,-0.997447,0.801842,0.000000
49,5.177548,2.186592,6.747644,-0.999985,0.773865,0.000000
50,5.681774,-7.815802,20.499889,-0.985712,0.834145,0.000000
51,5.680472,-2.754866,5.423302,-0.997184,0.819501,0.000000
52,2.148133,-6.453489,1.968970,-0.675467,0.791117,0.000000
53,5.458592,7.272067,15.648129,-0.598551,0.851924,0.000000
54,0.163107,-6.188989,1.570198,-0.999799,0.808306,0.000000
55,7.341264,3.118742,14.545079,-0.942999,0.796361,0.000000
