Attribute,Value
Number Critical Scenarios,567
Number Critical Scenarios (duplicate free),204
Number All Scenarios,1000
Number All Scenarios (duplicate free),352
Number Best Critical Scenarios,9
Number Best Critical Scenarios (duplicate free),9
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.57
Ratio Critical/All scenarios (duplicate free),0.58
Ratio Best Critical/Best Scenarios,0.45
Ratio Best Critical/Best Scenarios (duplicate free),0.45
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.99094296  0.78298546]
Input value of critical (first of population of interest),[ 2.90860531 -5.70068174  3.98840184]
