Attribute,Value
Number Critical Scenarios,328
Number Critical Scenarios (duplicate free),48
Number All Scenarios,1000
Number All Scenarios (duplicate free),196
Number Best Critical Scenarios,6
Number Best Critical Scenarios (duplicate free),6
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.33
Ratio Critical/All scenarios (duplicate free),0.24
Ratio Best Critical/Best Scenarios,0.30
Ratio Best Critical/Best Scenarios (duplicate free),0.30
Iteration first critical found,2
Fitness value of critical (first of population of interest),[-0.90217805  0.83115058 -6.79252464]
Input value of critical (first of population of interest),[-3.48834577 -6.94954054  1.94228232]
