Attribute,Value
Number Critical Scenarios,323
Number Critical Scenarios (duplicate free),90
Number All Scenarios,1000
Number All Scenarios (duplicate free),258
Number Best Critical Scenarios,6
Number Best Critical Scenarios (duplicate free),6
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.32
Ratio Critical/All scenarios (duplicate free),0.35
Ratio Best Critical/Best Scenarios,0.30
Ratio Best Critical/Best Scenarios (duplicate free),0.30
Iteration first critical found,4
Fitness value of critical (first of population of interest),[-0.93848592  0.81728249 -2.93072695]
Input value of critical (first of population of interest),[ 2.33349713 -6.3538346   4.55671381]
