RS_n_evals,RS_cid,RS_cid_sigma,NSGA-II-D_n_evals,NSGA-II-D_cid,NSGA-II-D_cid_sigma,NSGA-II_n_evals,NSGA-II_cid,NSGA-II_cid_sigma
100.0,0.28334687515777995,0.030418290239823904,100.0,0.3843762493066717,0.047666872063274086,100.0,0.3751382726256828,0.05615839392365002
200.0,0.22159951059040214,0.02060260595448318,200.0,0.33683189651196976,0.07025638198395347,200.0,0.34046026985688543,0.05583015598420106
300.0,0.19719773867989898,0.015183783843866362,300.0,0.31653723365959757,0.07054091511746537,300.0,0.31762884531357183,0.026415495326675142
400.0,0.17745262956576197,0.011982161525504253,400.0,0.3076708400752605,0.07246810998815174,400.0,0.30671780529991216,0.026939533915358024
500.0,0.166601842002827,0.011406088528472693,500.0,0.2972244411433991,0.07787776929740481,500.0,0.3041974561449057,0.025199241435870743
600.0,0.15760170188348957,0.007814014846989735,600.0,0.29239947628454976,0.07920936925904133,600.0,0.3029155181512204,0.02421783372310091
700.0,0.15155578655306032,0.007711130943085582,700.0,0.2854514951926005,0.0798592042954692,700.0,0.3028485734924168,0.024275107657700915
800.0,0.14732748887975156,0.006917392518287887,800.0,0.2739301473747644,0.07624219703432819,800.0,0.30144395285652636,0.024882612085223778
900.0,0.14327074322727656,0.007930591388311141,900.0,0.2673102851858842,0.07856418727325783,900.0,0.3013068935816475,0.024931918309527644
1000.0,0.13576714303800513,0.004715491155481926,1000.0,0.2585363541857153,0.08350613734862598,1000.0,0.3012163195065689,0.024985812689507007
