Index,mut_extent_1,mut_extent_2,vertex_control,Fitness_Confidence_Expected,Fitness_Brightness,Fitness_Distance_Input,Critical
0,-7.909516,-7.587621,17.626036,-0.986264,0.672954,0.000000,1
1,-7.621103,-3.481111,17.605261,-0.994573,0.678841,0.000000,1
2,-7.320237,-2.348955,17.694043,-0.991761,0.674643,0.000000,1
3,-6.784531,-2.318209,1.174267,-1.000000,0.780365,0.000000,1
4,-5.286121,-7.967318,18.466931,-0.964296,0.671742,0.000000,1
5,0.783947,4.296218,1.770038,-0.999269,0.690836,0.000000,1
6,2.280424,4.845076,9.400071,0.320432,0.651378,0.000000,0
7,2.371801,7.122398,8.043210,-0.999956,0.747816,0.000000,1
8,5.143568,6.583529,0.612308,-0.999193,0.683013,0.000000,1
9,5.853889,7.269088,2.504211,-0.999417,0.702539,0.000000,1
10,6.705848,5.231854,1.510201,-0.999414,0.692305,0.000000,1
11,7.390207,-0.820154,12.752951,-0.999999,0.772944,0.000000,1
