Attribute,Value
Number Critical Scenarios,191
Number Critical Scenarios (duplicate free),191
Number All Scenarios,1000
Number All Scenarios (duplicate free),1000
Number Best Critical Scenarios,12
Number Best Critical Scenarios (duplicate free),12
Number Best Scenarios,19
Number Best Scenarios (duplicate free),19
Ratio Critical/All scenarios,0.19
Ratio Critical/All scenarios (duplicate free),0.19
Ratio Best Critical/Best Scenarios,0.63
Ratio Best Critical/Best Scenarios (duplicate free),0.63
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.99998474  0.80438635  0.        ]
Input value of critical (first of population of interest),[-5.6306715  -7.90952685  2.12330101]
