Attribute,Value
Number Critical Scenarios,99
Number Critical Scenarios (duplicate free),99
Number All Scenarios,1000
Number All Scenarios (duplicate free),1000
Number Best Critical Scenarios,10
Number Best Critical Scenarios (duplicate free),10
Number Best Scenarios,13
Number Best Scenarios (duplicate free),13
Ratio Critical/All scenarios,0.10
Ratio Critical/All scenarios (duplicate free),0.10
Ratio Best Critical/Best Scenarios,0.77
Ratio Best Critical/Best Scenarios (duplicate free),0.77
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.99997354  0.80489655  0.        ]
Input value of critical (first of population of interest),[-5.86488738 -1.38914052  3.25112935]
