Attribute,Value
Number Critical Scenarios,404
Number Critical Scenarios (duplicate free),131
Number All Scenarios,1000
Number All Scenarios (duplicate free),310
Number Best Critical Scenarios,103
Number Best Critical Scenarios (duplicate free),28
Number Best Scenarios,344
Number Best Scenarios (duplicate free),65
Ratio Critical/All scenarios,0.40
Ratio Critical/All scenarios (duplicate free),0.42
Ratio Best Critical/Best Scenarios,0.30
Ratio Best Critical/Best Scenarios (duplicate free),0.43
Iteration first critical found,2
Fitness value of critical (first of population of interest),[-0.998155  0.782582]
Input value of critical (first of population of interest),[-7.239766  0.025098  3.189987]
