Attribute,Value
Number Critical Scenarios,836
Number Critical Scenarios (duplicate free),197
Number All Scenarios,1000
Number All Scenarios (duplicate free),237
Number Best Critical Scenarios,18
Number Best Critical Scenarios (duplicate free),18
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.84
Ratio Critical/All scenarios (duplicate free),0.83
Ratio Best Critical/Best Scenarios,0.90
Ratio Best Critical/Best Scenarios (duplicate free),0.90
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.95448059  0.77146111  0.        ]
Input value of critical (first of population of interest),[-7.11760668 -3.42822225  8.49384295]
