Attribute,Value
Number Critical Scenarios,400
Number Critical Scenarios (duplicate free),107
Number All Scenarios,1000
Number All Scenarios (duplicate free),320
Number Best Critical Scenarios,70
Number Best Critical Scenarios (duplicate free),10
Number Best Scenarios,200
Number Best Scenarios (duplicate free),31
Ratio Critical/All scenarios,0.40
Ratio Critical/All scenarios (duplicate free),0.33
Ratio Best Critical/Best Scenarios,0.35
Ratio Best Critical/Best Scenarios (duplicate free),0.32
Iteration first critical found,4
Fitness value of critical (first of population of interest),[-0.996216  0.791455]
Input value of critical (first of population of interest),[7.23766  5.583422 7.381956]
