Attribute,Value
Number Critical Scenarios,632
Number Critical Scenarios (duplicate free),200
Number All Scenarios,1000
Number All Scenarios (duplicate free),344
Number Best Critical Scenarios,12
Number Best Critical Scenarios (duplicate free),12
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.63
Ratio Critical/All scenarios (duplicate free),0.58
Ratio Best Critical/Best Scenarios,0.60
Ratio Best Critical/Best Scenarios (duplicate free),0.60
Iteration first critical found,2
Fitness value of critical (first of population of interest),[-0.99999475  0.82718634]
Input value of critical (first of population of interest),[-7.45050424  0.70711689  3.16915384]
