Attribute,Value
Number Critical Scenarios,258
Number Critical Scenarios (duplicate free),56
Number All Scenarios,1000
Number All Scenarios (duplicate free),228
Number Best Critical Scenarios,188
Number Best Critical Scenarios (duplicate free),19
Number Best Scenarios,589
Number Best Scenarios (duplicate free),70
Ratio Critical/All scenarios,0.26
Ratio Critical/All scenarios (duplicate free),0.25
Ratio Best Critical/Best Scenarios,0.32
Ratio Best Critical/Best Scenarios (duplicate free),0.27
Iteration first critical found,2
Fitness value of critical (first of population of interest),[-0.979819  0.752718 -4.922234]
Input value of critical (first of population of interest),[-7.908227  1.499885 18.5137  ]
