Attribute,Value
Number Critical Scenarios,948
Number Critical Scenarios (duplicate free),292
Number All Scenarios,1000
Number All Scenarios (duplicate free),336
Number Best Critical Scenarios,196
Number Best Critical Scenarios (duplicate free),37
Number Best Scenarios,196
Number Best Scenarios (duplicate free),37
Ratio Critical/All scenarios,0.95
Ratio Critical/All scenarios (duplicate free),0.87
Ratio Best Critical/Best Scenarios,1.00
Ratio Best Critical/Best Scenarios (duplicate free),1.00
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.896164  0.788517]
Input value of critical (first of population of interest),[ 4.478861  0.856563 16.903342]
