Attribute,Value
Number Critical Scenarios,709
Number Critical Scenarios (duplicate free),234
Number All Scenarios,1000
Number All Scenarios (duplicate free),305
Number Best Critical Scenarios,168
Number Best Critical Scenarios (duplicate free),45
Number Best Scenarios,248
Number Best Scenarios (duplicate free),61
Ratio Critical/All scenarios,0.71
Ratio Critical/All scenarios (duplicate free),0.77
Ratio Best Critical/Best Scenarios,0.68
Ratio Best Critical/Best Scenarios (duplicate free),0.74
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.9911    0.742757]
Input value of critical (first of population of interest),[-1.016731  6.75515   1.657084]
