n_evals,cid
20,1
40,1
60,0.6416911812948218
80,0.6220718602916525
100,0.6209815323073202
120,0.6187582488740395
140,0.6172035451375505
160,0.6171543821768675
180,0.6118641141888408
200,0.6109117046331953
220,0.6109117046331953
240,0.6109117046331953
260,0.6109117046331953
280,0.6109117046331953
300,0.6109117046331953
320,0.6109117046331953
340,0.6100982961996839
360,0.6100982961996839
380,0.6086073206688997
400,0.6086073206688997
420,0.6086073206688997
440,0.6086073206688997
460,0.6086073206688997
480,0.6086073206688997
500,0.6083951050595181
520,0.6083859290111505
540,0.6083859290111505
560,0.6083859290111505
580,0.6083414514881009
600,0.6082163311884803
620,0.6082117282803748
640,0.6081560881169348
660,0.6081560881169348
680,0.6081554327315549
700,0.6081554327315549
720,0.6081554327315549
740,0.608022315918157
760,0.6080208018265236
780,0.6080208018265236
800,0.6080208018265236
820,0.6080208018265236
840,0.6080208018265236
860,0.6080208018265236
880,0.6080208018265236
900,0.6080208018265236
920,0.6080208018265236
940,0.6080208018265236
960,0.6080208018265236
980,0.6080208018265236
1000,0.6080208018265236
