Attribute,Value
Number Critical Scenarios,195
Number Critical Scenarios (duplicate free),77
Number All Scenarios,1000
Number All Scenarios (duplicate free),217
Number Best Critical Scenarios,39
Number Best Critical Scenarios (duplicate free),17
Number Best Scenarios,420
Number Best Scenarios (duplicate free),51
Ratio Critical/All scenarios,0.20
Ratio Critical/All scenarios (duplicate free),0.35
Ratio Best Critical/Best Scenarios,0.09
Ratio Best Critical/Best Scenarios (duplicate free),0.33
Iteration first critical found,4
Fitness value of critical (first of population of interest),[-0.999311  0.803215 -0.945735]
Input value of critical (first of population of interest),[-5.474191 -7.325836  4.672016]
