Attribute,Value
Number Critical Scenarios,887
Number Critical Scenarios (duplicate free),293
Number All Scenarios,1000
Number All Scenarios (duplicate free),351
Number Best Critical Scenarios,181
Number Best Critical Scenarios (duplicate free),44
Number Best Scenarios,181
Number Best Scenarios (duplicate free),44
Ratio Critical/All scenarios,0.89
Ratio Critical/All scenarios (duplicate free),0.83
Ratio Best Critical/Best Scenarios,1.00
Ratio Best Critical/Best Scenarios (duplicate free),1.00
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.985565  0.772874]
Input value of critical (first of population of interest),[-2.637937  1.879234  2.523337]
