Attribute,Value
Number Critical Scenarios,311
Number Critical Scenarios (duplicate free),311
Number All Scenarios,1000
Number All Scenarios (duplicate free),1000
Number Best Critical Scenarios,14
Number Best Critical Scenarios (duplicate free),14
Number Best Scenarios,14
Number Best Scenarios (duplicate free),14
Ratio Critical/All scenarios,0.31
Ratio Critical/All scenarios (duplicate free),0.31
Ratio Best Critical/Best Scenarios,1.00
Ratio Best Critical/Best Scenarios (duplicate free),1.00
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-1.        0.786672  0.      ]
Input value of critical (first of population of interest),[ 2.467622 -5.045917  3.594314]
