Attribute,Value
Number Critical Scenarios,561
Number Critical Scenarios (duplicate free),145
Number All Scenarios,1000
Number All Scenarios (duplicate free),324
Number Best Critical Scenarios,263
Number Best Critical Scenarios (duplicate free),29
Number Best Scenarios,369
Number Best Scenarios (duplicate free),45
Ratio Critical/All scenarios,0.56
Ratio Critical/All scenarios (duplicate free),0.45
Ratio Best Critical/Best Scenarios,0.71
Ratio Best Critical/Best Scenarios (duplicate free),0.64
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.9811    0.806083]
Input value of critical (first of population of interest),[ 3.038587 -3.523513  2.348808]
