run,RS,NSGA-II-D,NSGA-II
1,0.09281612793597198,0.2040734334109848,0.44524462511037793
2,0.10060946654800607,0.20926826195639783,0.417987488985643
3,0.10178916150635638,0.18549386803714377,0.465920863043953
4,0.10308835241530395,0.2777194285376467,0.3716153255737325
5,0.09365787444841757,0.2160877209765543,0.28720545941208375
6,0.09573700564006986,0.197192123036346,0.34783662875268384
7,0.11177742455448889,0.24471523593385947,0.3203820575934902
8,0.09622565409202327,0.20048782213903016,0.30609176130684435
9,0.09305097501266492,0.28422958285279304,0.27017148190735574
10,0.10486633602507102,0.17184175725682008,0.38810961394411714
