RS_n_evals,RS_cid,RS_cid_sigma,NSGA-II-D_n_evals,NSGA-II-D_cid,NSGA-II-D_cid_sigma,NSGA-II_n_evals,NSGA-II_cid,NSGA-II_cid_sigma
100.0,0.21649986863268453,0.017359268985383782,100.0,0.3215772520852853,0.04858231914431749,100.0,0.38668746678275595,0.06259481129456604
200.0,0.17367860235540827,0.006322618491442071,200.0,0.29526254350272,0.04347892962183256,200.0,0.3765754612206061,0.06852386650935549
300.0,0.14967116703120503,0.008731056782976506,300.0,0.267798272575593,0.05216832584090038,300.0,0.37267992556811,0.06884467377261619
400.0,0.13542514659762014,0.008099284667203872,400.0,0.25108275155276233,0.03923169064666215,400.0,0.3704533003816187,0.06956345319879645
500.0,0.12506486399953237,0.007223596374907265,500.0,0.24449866306621232,0.03999737889963701,500.0,0.3677692553871489,0.06811931501019984
600.0,0.11842517969000399,0.007074726048985326,600.0,0.2377699710877781,0.04108877115314992,600.0,0.3661108881254454,0.06836942953839287
700.0,0.1121031776200159,0.006155761329706157,700.0,0.23109108573443518,0.04597496164935015,700.0,0.36508182853951066,0.06838792232339103
800.0,0.10751291878529785,0.005838549540960648,800.0,0.22667417079086355,0.0421847605274439,800.0,0.36382519209957287,0.0676301259665889
900.0,0.10346385269839156,0.006719984766394351,900.0,0.22417879895121134,0.03995756831184254,900.0,0.3634210759760486,0.06744676188426603
1000.0,0.09936183781783739,0.006182100014585632,1000.0,0.2191109234137576,0.03779308510411972,1000.0,0.3620565305630282,0.06726649503075174
