Attribute,Value
Number Critical Scenarios,437
Number Critical Scenarios (duplicate free),118
Number All Scenarios,1000
Number All Scenarios (duplicate free),316
Number Best Critical Scenarios,127
Number Best Critical Scenarios (duplicate free),24
Number Best Scenarios,217
Number Best Scenarios (duplicate free),46
Ratio Critical/All scenarios,0.44
Ratio Critical/All scenarios (duplicate free),0.37
Ratio Best Critical/Best Scenarios,0.59
Ratio Best Critical/Best Scenarios (duplicate free),0.52
Iteration first critical found,3
Fitness value of critical (first of population of interest),[-0.99999   0.850851]
Input value of critical (first of population of interest),[ 0.919486 -6.271827  2.165482]
