n_evals,hv_all
200,0.4975018045046664
400,0.5600532386466948
600,0.5884228850266221
800,0.5894605618830973
1000,0.7398855371352407
1200,0.7398855371352407
1400,0.7398855371352407
1600,0.7403424354864011
1800,0.740447340845032
2000,0.740447340845032
