Attribute,Value
Number Critical Scenarios,354
Number Critical Scenarios (duplicate free),102
Number All Scenarios,1000
Number All Scenarios (duplicate free),256
Number Best Critical Scenarios,8
Number Best Critical Scenarios (duplicate free),8
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.35
Ratio Critical/All scenarios (duplicate free),0.40
Ratio Best Critical/Best Scenarios,0.40
Ratio Best Critical/Best Scenarios (duplicate free),0.40
Iteration first critical found,3
Fitness value of critical (first of population of interest),[-0.59188259  0.73574661 -1.80186206]
Input value of critical (first of population of interest),[-0.2429905   5.17762715  6.04420027]
