Attribute,Value
Number Critical Scenarios,902
Number Critical Scenarios (duplicate free),279
Number All Scenarios,1000
Number All Scenarios (duplicate free),352
Number Best Critical Scenarios,20
Number Best Critical Scenarios (duplicate free),20
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.90
Ratio Critical/All scenarios (duplicate free),0.79
Ratio Best Critical/Best Scenarios,1.00
Ratio Best Critical/Best Scenarios (duplicate free),1.00
Iteration first critical found,2
Fitness value of critical (first of population of interest),[-0.9957996   0.80519608]
Input value of critical (first of population of interest),[-4.75245216  1.35503641  2.64158571]
