n_evals,hv_all
40,0.0834887963351865
80,0.15311078719488042
120,0.2716863200098754
160,0.2733297921574459
200,0.2733297921574459
240,0.27392687332711796
280,0.2911018200894156
320,0.2911018200894156
360,0.30664663990810537
400,0.30671216082804414
440,0.30687374319888516
480,0.30696033896016267
520,0.30983656614584465
560,0.3749446443579312
600,0.37657494386880214
640,0.37659380943790577
680,0.3797872367751533
720,0.4116865852037127
760,0.42967358214182294
800,0.5252462555149884
840,0.5259702363126598
880,0.5350348496524073
920,0.5767046845575808
960,0.5767046845575808
1000,0.5767488058150168
1040,0.5818299902195583
1080,0.5885446763297869
1120,0.5885456550455994
1160,0.5934198126721858
1200,0.5934198126721858
1240,0.5972424767860105
1280,0.5973352890209674
1320,0.5991317912014033
1360,0.6030226607787623
1400,0.6074660611702204
1440,0.620075147523918
1480,0.6322396491299217
1520,0.6355380687845584
1560,0.6392403805950505
1600,0.6462015576293524
1640,0.6532457139515513
1680,0.6538116530036187
1720,0.6544439874360831
1760,0.662986568885076
1800,0.6674693814840644
1840,0.6711905562809045
1880,0.6727387926472137
1920,0.6727387926472137
1960,0.6727387926472137
2000,0.6734963783422351
