Attribute,Value
Number Critical Scenarios,892
Number Critical Scenarios (duplicate free),170
Number All Scenarios,1000
Number All Scenarios (duplicate free),218
Number Best Critical Scenarios,19
Number Best Critical Scenarios (duplicate free),19
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.89
Ratio Critical/All scenarios (duplicate free),0.78
Ratio Best Critical/Best Scenarios,0.95
Ratio Best Critical/Best Scenarios (duplicate free),0.95
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.99999392  0.82016501  0.        ]
Input value of critical (first of population of interest),[ 2.10861162 -7.79114491  1.55410022]
