Index,Ego_HostVelGain,Other_Velocity_mps,Other_Time_s,Fitness_Critical adapted distance,Fitness_Velocity at critical distance
0,0.434492,0.603923,0.428253,-0.885189,-2.325010
1,0.742557,1.847315,2.103027,-0.991968,-2.081317
2,0.542555,0.808921,1.112124,-0.986729,-2.493672
3,0.667850,0.800652,0.043231,-0.972466,-2.842440
4,0.730197,1.841308,2.194055,-0.951469,-2.058995
5,0.445338,1.367256,3.273926,-0.930846,-2.645884
6,0.744633,1.971702,2.269383,-0.831689,-2.082620
7,0.458401,1.389513,3.183073,-0.853165,-2.706653
8,0.380091,0.622540,0.713748,-0.977174,-2.322504
9,0.760102,0.963939,0.607462,-0.837837,-2.854622
10,0.789096,1.764870,1.885811,-0.842855,-2.136945
11,0.578669,0.770363,0.341597,-0.978646,-2.685609
12,0.746507,1.762500,2.070661,-0.928522,-2.082901
13,0.438486,0.788674,1.886602,-0.960888,-2.359861
14,0.788345,1.955938,1.969269,-0.993981,-2.135138
15,0.764218,1.964853,2.037537,-0.987259,-2.090534
16,0.449962,0.719029,1.165189,-0.979607,-2.455822
