n_evals,hv_all
40,0.0
80,0.32215805468775666
120,0.5431609367631132
160,0.5875424722243805
200,0.5876175532582657
240,0.6096237737035287
280,0.6096719501396455
320,0.6098734724444799
360,0.6213890507998263
400,0.6553300806582123
440,0.6553300806582123
480,0.6673117857718511
520,0.6839370010106627
560,0.6991384588851784
600,0.6998759347538097
640,0.7087849388828079
680,0.7098225567860311
720,0.7230280397680839
760,0.7258598505834986
800,0.7258598505834986
840,0.7258598505834986
880,0.7258598505834986
920,0.729879126811558
960,0.729879126811558
1000,0.729879126811558
1040,0.7299719161220926
1080,0.7299984177304217
1120,0.7349217599337445
1160,0.7349217599337445
1200,0.7349217599337445
1240,0.7356060454848046
1280,0.7356080327623281
1320,0.7356088043374231
1360,0.7356088043374231
1400,0.7356089019061911
1440,0.7356755822664937
1480,0.7357887278270034
1520,0.7357969146594737
1560,0.7358653120209482
1600,0.735948877317247
1640,0.735948877317247
1680,0.735948877317247
1720,0.7359564444489257
1760,0.7359564444489257
1800,0.7431163025267659
1840,0.7444118701748405
1880,0.744460852443184
1920,0.7445565010884749
1960,0.7445571768781074
2000,0.7448807088636712
