Attribute,Value
Number Critical Scenarios,560
Number Critical Scenarios (duplicate free),153
Number All Scenarios,1000
Number All Scenarios (duplicate free),296
Number Best Critical Scenarios,12
Number Best Critical Scenarios (duplicate free),12
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.56
Ratio Critical/All scenarios (duplicate free),0.52
Ratio Best Critical/Best Scenarios,0.60
Ratio Best Critical/Best Scenarios (duplicate free),0.60
Iteration first critical found,2
Fitness value of critical (first of population of interest),[-0.79420263  0.78924436]
Input value of critical (first of population of interest),[-1.32276087  4.75020235 13.57969305]
