Attribute,Value
Number Critical Scenarios,410
Number Critical Scenarios (duplicate free),108
Number All Scenarios,1000
Number All Scenarios (duplicate free),215
Number Best Critical Scenarios,97
Number Best Critical Scenarios (duplicate free),21
Number Best Scenarios,294
Number Best Scenarios (duplicate free),32
Ratio Critical/All scenarios,0.41
Ratio Critical/All scenarios (duplicate free),0.50
Ratio Best Critical/Best Scenarios,0.33
Ratio Best Critical/Best Scenarios (duplicate free),0.66
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.999999  0.826271  0.      ]
Input value of critical (first of population of interest),[-3.22538  -6.165442  2.331495]
