Attribute,Value
Number Critical Scenarios,430
Number Critical Scenarios (duplicate free),128
Number All Scenarios,1000
Number All Scenarios (duplicate free),289
Number Best Critical Scenarios,119
Number Best Critical Scenarios (duplicate free),20
Number Best Scenarios,393
Number Best Scenarios (duplicate free),60
Ratio Critical/All scenarios,0.43
Ratio Critical/All scenarios (duplicate free),0.44
Ratio Best Critical/Best Scenarios,0.30
Ratio Best Critical/Best Scenarios (duplicate free),0.33
Iteration first critical found,3
Fitness value of critical (first of population of interest),[-0.986222  0.65845 ]
Input value of critical (first of population of interest),[-2.588111  3.759844  9.696357]
