Index,Ego_HostVelGain,Other_Velocity_mps,Other_Time_s,Fitness_Critical adapted distance,Fitness_Velocity at critical distance,Critical
0,0.708653,1.300272,4.883792,-0.000000,-1.923438,0
1,0.212849,0.593698,1.254202,-0.119256,-0.820210,0
2,0.983426,1.711148,4.732694,-0.000000,-2.854614,0
3,0.548759,0.705900,4.596284,-0.000000,-1.575261,0
4,0.324861,0.725279,4.698253,-0.000081,-1.117957,0
5,0.764312,0.993298,4.452955,-0.000000,-2.003251,0
6,0.709287,0.965373,3.997851,-0.000000,-1.932914,0
7,0.941490,1.773797,1.186024,-0.240620,-0.129252,0
8,0.292251,1.248890,0.210511,-0.000188,-1.116649,0
9,0.638244,1.901590,2.347100,-0.182260,-0.546602,0
10,0.869764,0.841214,0.648800,-0.000009,-2.439051,0
11,0.549054,1.051446,4.727376,-0.000000,-1.670564,0
12,0.451209,1.500722,1.042275,-0.014469,-1.487392,0
13,0.617910,0.989077,1.853344,-0.129037,-1.864342,0
14,0.437999,1.937094,4.644502,-0.243846,-1.410830,0
15,0.875205,1.238095,4.242694,-0.000000,-2.347196,0
16,0.705736,1.089950,3.297641,-0.000000,-2.048020,0
17,0.204545,1.664481,2.395309,-0.000131,-0.918496,0
18,0.664989,1.107699,1.876782,-0.065943,-1.940407,0
19,0.687209,1.407201,0.629343,-0.114486,-0.078710,0
20,0.547017,1.567600,3.936381,-0.000013,-1.672915,0
21,0.331440,1.875689,4.429457,-0.399637,-1.149723,0
22,0.494647,1.244865,2.177270,-0.353535,-2.633783,0
23,0.197904,0.630476,3.069959,-0.061313,-0.802238,0
24,0.959927,1.236717,2.654098,-0.000000,-2.535336,0
25,0.740384,1.106555,3.156891,-0.000000,-2.079746,0
26,0.517251,1.745252,1.929547,-0.261886,-1.614609,0
27,0.887142,0.774579,3.339481,-0.000000,-2.504425,0
28,0.924364,1.886112,2.717196,-0.000000,-2.533999,0
29,0.804350,0.704638,3.613212,-0.000000,-2.120021,0
30,0.911775,1.578853,2.959830,-0.000000,-2.511599,0
31,0.969784,1.912509,2.161256,-0.000000,-2.738106,0
32,0.604352,0.991949,0.995282,-0.350349,-0.065868,0
