RS_n_evals,RS_cid,RS_cid_sigma,NSGA-II-D_n_evals,NSGA-II-D_cid,NSGA-II-D_cid_sigma,NSGA-II_n_evals,NSGA-II_cid,NSGA-II_cid_sigma
100.0,0.3001472587482502,0.025274243528473687,100.0,0.41852694754241637,0.06492058651377222,100.0,0.42794739829031175,0.044657871776739064
200.0,0.23097777521675536,0.024636673166083336,200.0,0.3835576836763223,0.07026575263723646,200.0,0.4106071217636436,0.06208845675332214
300.0,0.19705112836664623,0.01833071144329104,300.0,0.3738054848933766,0.06870056573376464,300.0,0.4090088393756952,0.06382530913859313
400.0,0.17682045180362002,0.015640998207732213,400.0,0.36691580502608556,0.06541534535465904,400.0,0.4084104035668187,0.06458281114064356
500.0,0.161089191122228,0.014791638050292454,500.0,0.35538191506666905,0.07584077224555205,500.0,0.4077256830064985,0.06548544521438607
600.0,0.14728423365543308,0.008541395395688644,600.0,0.3479777639163011,0.0761027523761443,600.0,0.4066038382990588,0.06724306963144375
700.0,0.14250741796197153,0.007557513783239781,700.0,0.34311166819337596,0.07709062054001935,700.0,0.4064144068196335,0.06720787867986407
800.0,0.13819566205525521,0.007945532553351975,800.0,0.33701080990890814,0.07371086568262307,800.0,0.40482610662753266,0.06852901933105855
900.0,0.1334262098515478,0.00702857044197125,900.0,0.3288759970939269,0.06937965898073928,900.0,0.40470155641696676,0.06850610994847782
1000.0,0.12985644770533167,0.0068275774543451245,1000.0,0.324426482492719,0.06753001582983269,1000.0,0.40454980763238063,0.06838012265300085
