Index,Ego_HostVelGain,Other_Velocity_mps,Other_Time_s,Fitness_Critical adapted distance,Fitness_Velocity at critical distance
0,0.886927,0.988471,0.202932,-0.943545,-2.777709
1,0.460035,1.197570,2.603516,-0.919663,-2.745043
2,0.615833,0.842453,0.657475,-0.968629,-2.703057
3,0.758025,1.719479,1.900640,-0.976182,-2.086566
4,0.566831,0.840381,1.090014,-0.961679,-2.567721
5,0.832951,1.641934,1.504572,-0.852947,-2.305689
6,0.785379,1.742765,1.834690,-0.987264,-2.125652
7,0.410459,0.690509,1.074452,-0.964340,-2.408209
8,0.442122,0.680388,0.529897,-0.898923,-2.373850
9,0.503460,0.754292,1.097926,-0.907220,-2.213109
10,0.755662,1.511125,1.811575,-0.804905,-2.085837
