Attribute,Value
Number Critical Scenarios,419
Number Critical Scenarios (duplicate free),141
Number All Scenarios,1000
Number All Scenarios (duplicate free),374
Number Best Critical Scenarios,158
Number Best Critical Scenarios (duplicate free),36
Number Best Scenarios,291
Number Best Scenarios (duplicate free),58
Ratio Critical/All scenarios,0.42
Ratio Critical/All scenarios (duplicate free),0.38
Ratio Best Critical/Best Scenarios,0.54
Ratio Best Critical/Best Scenarios (duplicate free),0.62
Iteration first critical found,4
Fitness value of critical (first of population of interest),[-0.997169  0.834681]
Input value of critical (first of population of interest),[-1.22068   5.701349  5.527114]
